Container stores 5000 plants:
tree: name = rrpkztbnaxly, length = 12, age = 1554, Fraction = 0.08333333333333333
flower: name = sdqltuljp, length = 9, type = Type.HOME, Fraction = 0.1111111111111111
bush: name = tnjphtv, length = 7, month = Month.DECEMBER, Fraction = 0.0
flower: name = ndab, length = 4, type = Type.HOME, Fraction = 0.25
bush: name = pelftjna, length = 8, month = Month.SEPTEMBER, Fraction = 0.25
bush: name = jgtaajjicgumpmocjz, length = 18, month = Month.JANUARY, Fraction = 0.2777777777777778
flower: name = lgnng, length = 5, type = Type.HOME, Fraction = 0.0
flower: name = jjnnivhsimeqalug, length = 16, type = Type.GARDEN, Fraction = 0.3125
bush: name = jpattymbat, length = 10, month = Month.NOVEMBER, Fraction = 0.2
flower: name = falsxsikwnjmraugk, length = 17, type = Type.GARDEN, Fraction = 0.23529411764705882
bush: name = ybnoatkanicduucfovq, length = 19, month = Month.MARCH, Fraction = 0.3684210526315789
flower: name = pbokdxdptblkzdmmvoa, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = puqmpoksostvrkytzq, length = 18, month = Month.OCTOBER, Fraction = 0.16666666666666666
bush: name = xcjhsnrrqzvtjrjkho, length = 18, month = Month.DECEMBER, Fraction = 0.05555555555555555
flower: name = vrxc, length = 4, type = Type.WILD, Fraction = 0.0
bush: name = runvmqaskofoxgtwehlj, length = 20, month = Month.AUGUST, Fraction = 0.25
bush: name = lbxaeyduugpbceb, length = 15, month = Month.DECEMBER, Fraction = 0.3333333333333333
flower: name = lwgalctvhmukhxvjzjne, length = 20, type = Type.GARDEN, Fraction = 0.15
flower: name = kvtbdewuxlixvqzlkqi, length = 19, type = Type.WILD, Fraction = 0.21052631578947367
flower: name = glqobnuonsq, length = 11, type = Type.WILD, Fraction = 0.2727272727272727
flower: name = x, length = 1, type = Type.HOME, Fraction = 0.0
tree: name = uvdnop, length = 6, age = 355, Fraction = 0.3333333333333333
bush: name = rqqfqcsonirqahmelys, length = 19, month = Month.AUGUST, Fraction = 0.21052631578947367
tree: name = evgafomxcfeakxha, length = 16, age = 930, Fraction = 0.375
bush: name = wzjjrhvyu, length = 9, month = Month.DECEMBER, Fraction = 0.1111111111111111
bush: name = pviqu, length = 5, month = Month.AUGUST, Fraction = 0.4
flower: name = omragfnqygxohjctlnz, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = jpcc, length = 4, month = Month.AUGUST, Fraction = 0.0
tree: name = ytutidtmupnbyy, length = 14, age = 735, Fraction = 0.21428571428571427
tree: name = ffktmqkvwzgmzft, length = 15, age = 714, Fraction = 0.0
flower: name = iahsxmmi, length = 8, type = Type.WILD, Fraction = 0.375
tree: name = rps, length = 3, age = 1472, Fraction = 0.0
flower: name = csqdmcvzb, length = 9, type = Type.HOME, Fraction = 0.0
tree: name = oqrebh, length = 6, age = 443, Fraction = 0.3333333333333333
bush: name = dbcwxmsleadnbtk, length = 15, month = Month.MARCH, Fraction = 0.13333333333333333
flower: name = ooighwolirg, length = 11, type = Type.WILD, Fraction = 0.45454545454545453
bush: name = kfwddzloiydku, length = 13, month = Month.JULY, Fraction = 0.23076923076923078
bush: name = jdwtmax, length = 7, month = Month.FEBRUARY, Fraction = 0.14285714285714285
tree: name = nwzshanqvzzbhfgwg, length = 17, age = 408, Fraction = 0.058823529411764705
bush: name = msjsvsablhhq, length = 12, month = Month.SEPTEMBER, Fraction = 0.08333333333333333
tree: name = ktyyoytwqopjqqbyg, length = 17, age = 1358, Fraction = 0.11764705882352941
tree: name = sumiacjyk, length = 9, age = 846, Fraction = 0.3333333333333333
tree: name = xhrvr, length = 5, age = 1834, Fraction = 0.0
bush: name = jeg, length = 3, month = Month.DECEMBER, Fraction = 0.3333333333333333
bush: name = cavnifxmqwkfnlriirh, length = 19, month = Month.DECEMBER, Fraction = 0.21052631578947367
flower: name = sprgxziwhcaocxqmlkaq, length = 20, type = Type.WILD, Fraction = 0.2
tree: name = vfyimmrczgpyup, length = 14, age = 885, Fraction = 0.14285714285714285
bush: name = xbwr, length = 4, month = Month.JULY, Fraction = 0.0
tree: name = lhontbqnpluzcifqa, length = 17, age = 677, Fraction = 0.23529411764705882
bush: name = v, length = 1, month = Month.AUGUST, Fraction = 0.0
bush: name = wg, length = 2, month = Month.OCTOBER, Fraction = 0.0
flower: name = mlcjwaccngxbjefut, length = 17, type = Type.GARDEN, Fraction = 0.17647058823529413
tree: name = pehwasf, length = 7, age = 732, Fraction = 0.2857142857142857
bush: name = xvoekviilno, length = 11, month = Month.FEBRUARY, Fraction = 0.45454545454545453
tree: name = kkfvxpfldnysmx, length = 14, age = 134, Fraction = 0.0
bush: name = ibchn, length = 5, month = Month.JULY, Fraction = 0.2
tree: name = fxjmp, length = 5, age = 37, Fraction = 0.0
tree: name = iries, length = 5, age = 801, Fraction = 0.6
flower: name = w, length = 1, type = Type.HOME, Fraction = 0.0
tree: name = nfwkkzfevkcobrpm, length = 16, age = 475, Fraction = 0.125
bush: name = bmlnnkx, length = 7, month = Month.MARCH, Fraction = 0.0
flower: name = fkmnvehbxshtmjc, length = 15, type = Type.WILD, Fraction = 0.06666666666666667
tree: name = pjbzvkghtaapucm, length = 15, age = 1312, Fraction = 0.2
tree: name = amfyn, length = 5, age = 639, Fraction = 0.2
bush: name = grpqrxgubokzmdm, length = 15, month = Month.JUNE, Fraction = 0.13333333333333333
tree: name = muj, length = 3, age = 1607, Fraction = 0.3333333333333333
tree: name = k, length = 1, age = 11, Fraction = 0.0
flower: name = jciqhqoprqe, length = 11, type = Type.WILD, Fraction = 0.2727272727272727
tree: name = pdqruhghvbccpqii, length = 16, age = 1574, Fraction = 0.1875
flower: name = yclpapobobp, length = 11, type = Type.WILD, Fraction = 0.2727272727272727
flower: name = nvrtmvgnsgekmrcvp, length = 17, type = Type.HOME, Fraction = 0.058823529411764705
bush: name = lbxbmtpcn, length = 9, month = Month.MAY, Fraction = 0.0
tree: name = uxmnvzrhfqguauui, length = 16, age = 1274, Fraction = 0.375
tree: name = dxcs, length = 4, age = 981, Fraction = 0.0
bush: name = uxbbjupiszm, length = 11, month = Month.JUNE, Fraction = 0.2727272727272727
bush: name = smwdmva, length = 7, month = Month.APRIL, Fraction = 0.14285714285714285
flower: name = zlpzbldlqicqr, length = 13, type = Type.WILD, Fraction = 0.07692307692307693
flower: name = ddnqhjkmwjfykflwgn, length = 18, type = Type.WILD, Fraction = 0.0
bush: name = mzcnhfzrwsabx, length = 13, month = Month.MAY, Fraction = 0.07692307692307693
flower: name = iioskfxeptjtfdglxn, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
flower: name = ffrawxrhr, length = 9, type = Type.GARDEN, Fraction = 0.1111111111111111
flower: name = fflswvvlcus, length = 11, type = Type.GARDEN, Fraction = 0.09090909090909091
tree: name = eqtlkn, length = 6, age = 1940, Fraction = 0.16666666666666666
tree: name = zv, length = 2, age = 629, Fraction = 0.0
bush: name = cwvegg, length = 6, month = Month.MARCH, Fraction = 0.16666666666666666
flower: name = awlwhdtabvrcuu, length = 14, type = Type.GARDEN, Fraction = 0.2857142857142857
bush: name = nvthxvhj, length = 8, month = Month.AUGUST, Fraction = 0.0
bush: name = ezebkszhbtqmdo, length = 14, month = Month.AUGUST, Fraction = 0.21428571428571427
bush: name = pfsuz, length = 5, month = Month.DECEMBER, Fraction = 0.2
flower: name = qrlkqdjgtegnuxvqd, length = 17, type = Type.WILD, Fraction = 0.11764705882352941
flower: name = jlzowaqgdlzj, length = 12, type = Type.WILD, Fraction = 0.16666666666666666
flower: name = ualyfem, length = 7, type = Type.HOME, Fraction = 0.42857142857142855
flower: name = e, length = 1, type = Type.GARDEN, Fraction = 1.0
flower: name = zfiiyithukbhkksrfbxn, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = fmskud, length = 6, type = Type.GARDEN, Fraction = 0.16666666666666666
flower: name = udnbupfzvtnftnmeo, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
tree: name = njyawzxygkiyxrt, length = 15, age = 431, Fraction = 0.13333333333333333
flower: name = btwtafsxgy, length = 10, type = Type.GARDEN, Fraction = 0.1
tree: name = fmdyxpameildtqxvpv, length = 18, age = 110, Fraction = 0.16666666666666666
bush: name = davirsquzjeas, length = 13, month = Month.FEBRUARY, Fraction = 0.38461538461538464
bush: name = renahc, length = 6, month = Month.NOVEMBER, Fraction = 0.3333333333333333
tree: name = bztipibnpwsdwrer, length = 16, age = 855, Fraction = 0.1875
tree: name = hkhaudns, length = 8, age = 1215, Fraction = 0.25
tree: name = myixhoojoqabxapoj, length = 17, age = 1338, Fraction = 0.4117647058823529
flower: name = fvnfhiukpuncp, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
tree: name = iwtqzaqdhgarzigrhemf, length = 20, age = 822, Fraction = 0.25
bush: name = obsciscpqlrfiho, length = 15, month = Month.DECEMBER, Fraction = 0.26666666666666666
bush: name = pv, length = 2, month = Month.JULY, Fraction = 0.0
bush: name = dnbt, length = 4, month = Month.MARCH, Fraction = 0.0
bush: name = uhxcw, length = 5, month = Month.APRIL, Fraction = 0.2
bush: name = sau, length = 3, month = Month.MAY, Fraction = 0.6666666666666666
bush: name = ttojkattgbhzmdkyghzr, length = 20, month = Month.JUNE, Fraction = 0.1
tree: name = xayric, length = 6, age = 1449, Fraction = 0.3333333333333333
flower: name = fkiepicmwm, length = 10, type = Type.WILD, Fraction = 0.3
tree: name = nkyyjlgmsdllbti, length = 15, age = 544, Fraction = 0.06666666666666667
flower: name = keprsdkttslgkbrdgh, length = 18, type = Type.GARDEN, Fraction = 0.05555555555555555
bush: name = nvnmtstwqtsiuvbwse, length = 18, month = Month.MAY, Fraction = 0.16666666666666666
bush: name = qkeirs, length = 6, month = Month.FEBRUARY, Fraction = 0.3333333333333333
flower: name = retzyhofd, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = uiuzsyt, length = 7, age = 1296, Fraction = 0.42857142857142855
bush: name = hkjqcffsklejxazrcvfn, length = 20, month = Month.JANUARY, Fraction = 0.1
tree: name = phtfzb, length = 6, age = 288, Fraction = 0.0
bush: name = fhbrvljlfspup, length = 13, month = Month.FEBRUARY, Fraction = 0.07692307692307693
flower: name = byexlt, length = 6, type = Type.WILD, Fraction = 0.16666666666666666
tree: name = uvmetckts, length = 9, age = 1323, Fraction = 0.2222222222222222
flower: name = kjpdwqwujnl, length = 11, type = Type.HOME, Fraction = 0.09090909090909091
tree: name = ajlzwcue, length = 8, age = 1329, Fraction = 0.375
flower: name = dxmsztsdojeyzeow, length = 16, type = Type.GARDEN, Fraction = 0.25
tree: name = naod, length = 4, age = 119, Fraction = 0.5
bush: name = aivutujdmlgdtnlmx, length = 17, month = Month.DECEMBER, Fraction = 0.23529411764705882
tree: name = vhwzejuxijcwnwb, length = 15, age = 565, Fraction = 0.2
bush: name = mgnxdfxlk, length = 9, month = Month.OCTOBER, Fraction = 0.0
flower: name = wl, length = 2, type = Type.HOME, Fraction = 0.0
bush: name = dtasi, length = 5, month = Month.AUGUST, Fraction = 0.4
flower: name = bjviufqfwnnnctz, length = 15, type = Type.WILD, Fraction = 0.13333333333333333
bush: name = uunddcootdrf, length = 12, month = Month.JANUARY, Fraction = 0.3333333333333333
tree: name = rtuekblmqelzvlipz, length = 17, age = 921, Fraction = 0.23529411764705882
tree: name = gre, length = 3, age = 434, Fraction = 0.3333333333333333
tree: name = ncbu, length = 4, age = 1205, Fraction = 0.25
flower: name = ihvqltvxtupftvkp, length = 16, type = Type.GARDEN, Fraction = 0.125
flower: name = trmocgtvbethdjyf, length = 16, type = Type.HOME, Fraction = 0.125
tree: name = kkszqkc, length = 7, age = 1556, Fraction = 0.0
bush: name = rlafsvjcdtfujyxunf, length = 18, month = Month.MARCH, Fraction = 0.16666666666666666
flower: name = ulhvuwpc, length = 8, type = Type.HOME, Fraction = 0.25
bush: name = hobezjhyqf, length = 10, month = Month.MAY, Fraction = 0.2
bush: name = wdq, length = 3, month = Month.MARCH, Fraction = 0.0
flower: name = qavzjiwyhxqqslzx, length = 16, type = Type.GARDEN, Fraction = 0.125
bush: name = qakzivvg, length = 8, month = Month.DECEMBER, Fraction = 0.25
tree: name = bkffqraulnrkmsq, length = 15, age = 535, Fraction = 0.13333333333333333
tree: name = axbihwrqyx, length = 10, age = 1806, Fraction = 0.2
bush: name = h, length = 1, month = Month.AUGUST, Fraction = 0.0
bush: name = dgogualkawmesi, length = 14, month = Month.DECEMBER, Fraction = 0.42857142857142855
bush: name = nipw, length = 4, month = Month.JANUARY, Fraction = 0.25
flower: name = ueddlzlovvor, length = 12, type = Type.WILD, Fraction = 0.3333333333333333
tree: name = bytmoedcnafeizdny, length = 17, age = 1863, Fraction = 0.29411764705882354
tree: name = ospqddk, length = 7, age = 1691, Fraction = 0.14285714285714285
flower: name = ygiwiytpryep, length = 12, type = Type.GARDEN, Fraction = 0.25
tree: name = cdlvoncvwvn, length = 11, age = 1020, Fraction = 0.09090909090909091
bush: name = qq, length = 2, month = Month.OCTOBER, Fraction = 0.0
bush: name = awdenoqqcqbgyfsfvzpk, length = 20, month = Month.MARCH, Fraction = 0.15
bush: name = oxbs, length = 4, month = Month.FEBRUARY, Fraction = 0.25
bush: name = ump, length = 3, month = Month.MAY, Fraction = 0.3333333333333333
flower: name = mawgjiqdo, length = 9, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = yjdzmxf, length = 7, month = Month.NOVEMBER, Fraction = 0.0
flower: name = nngbgao, length = 7, type = Type.HOME, Fraction = 0.2857142857142857
bush: name = mpvkengqtiklns, length = 14, month = Month.AUGUST, Fraction = 0.14285714285714285
tree: name = folmfnsyheonvdys, length = 16, age = 1043, Fraction = 0.1875
bush: name = dx, length = 2, month = Month.AUGUST, Fraction = 0.0
tree: name = hcaepyoxohzgfgyhtmi, length = 19, age = 382, Fraction = 0.2631578947368421
bush: name = ytemuj, length = 6, month = Month.JANUARY, Fraction = 0.3333333333333333
flower: name = ygssoctecpnavptk, length = 16, type = Type.GARDEN, Fraction = 0.1875
tree: name = kemqudcggqj, length = 11, age = 1658, Fraction = 0.18181818181818182
flower: name = d, length = 1, type = Type.GARDEN, Fraction = 0.0
tree: name = qarcpbinqibm, length = 12, age = 1536, Fraction = 0.25
bush: name = f, length = 1, month = Month.FEBRUARY, Fraction = 0.0
flower: name = ud, length = 2, type = Type.HOME, Fraction = 0.5
bush: name = fs, length = 2, month = Month.JANUARY, Fraction = 0.0
tree: name = n, length = 1, age = 561, Fraction = 0.0
tree: name = wvweiiqtponmtwcg, length = 16, age = 445, Fraction = 0.25
bush: name = a, length = 1, month = Month.JANUARY, Fraction = 1.0
flower: name = pnbqmidtlbw, length = 11, type = Type.WILD, Fraction = 0.09090909090909091
tree: name = mqjcg, length = 5, age = 890, Fraction = 0.0
bush: name = jwyeawqopsxrquk, length = 15, month = Month.MAY, Fraction = 0.26666666666666666
bush: name = kelzbmekobqrg, length = 13, month = Month.JULY, Fraction = 0.23076923076923078
bush: name = ww, length = 2, month = Month.AUGUST, Fraction = 0.0
tree: name = na, length = 2, age = 896, Fraction = 0.5
flower: name = omqniks, length = 7, type = Type.GARDEN, Fraction = 0.2857142857142857
flower: name = lsqxcnwbbunbdto, length = 15, type = Type.HOME, Fraction = 0.13333333333333333
tree: name = wtqirqdtokf, length = 11, age = 266, Fraction = 0.18181818181818182
flower: name = vqm, length = 3, type = Type.HOME, Fraction = 0.0
flower: name = qkube, length = 5, type = Type.HOME, Fraction = 0.4
bush: name = hpfj, length = 4, month = Month.SEPTEMBER, Fraction = 0.0
tree: name = ujjgcokbtwqzcsargjq, length = 19, age = 354, Fraction = 0.15789473684210525
flower: name = tdqpiuwmpyrfstkheb, length = 18, type = Type.HOME, Fraction = 0.16666666666666666
tree: name = oyhnhftbqaoiprshxbab, length = 20, age = 1919, Fraction = 0.25
tree: name = msgufbkcrarabcrfd, length = 17, age = 18, Fraction = 0.17647058823529413
flower: name = d, length = 1, type = Type.HOME, Fraction = 0.0
flower: name = hodozqzkuhdyztk, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = pfonsk, length = 6, month = Month.DECEMBER, Fraction = 0.16666666666666666
bush: name = ocfbyrdjevyjwfogzx, length = 18, month = Month.APRIL, Fraction = 0.16666666666666666
bush: name = hkokynegl, length = 9, month = Month.NOVEMBER, Fraction = 0.2222222222222222
bush: name = nxd, length = 3, month = Month.AUGUST, Fraction = 0.0
flower: name = plsqndmwynkko, length = 13, type = Type.HOME, Fraction = 0.07692307692307693
flower: name = nchrp, length = 5, type = Type.HOME, Fraction = 0.0
flower: name = tllgbrlxopobp, length = 13, type = Type.WILD, Fraction = 0.15384615384615385
flower: name = qgzcxtwwivyqshdo, length = 16, type = Type.WILD, Fraction = 0.125
flower: name = gfdmsohmf, length = 9, type = Type.WILD, Fraction = 0.1111111111111111
flower: name = zf, length = 2, type = Type.WILD, Fraction = 0.0
tree: name = kuervrpvopsi, length = 12, age = 731, Fraction = 0.3333333333333333
tree: name = iwbsjapdjxxpumicj, length = 17, age = 674, Fraction = 0.23529411764705882
tree: name = wofjttu, length = 7, age = 356, Fraction = 0.2857142857142857
bush: name = lqrxftmke, length = 9, month = Month.APRIL, Fraction = 0.1111111111111111
bush: name = gyrzjvwma, length = 9, month = Month.DECEMBER, Fraction = 0.1111111111111111
tree: name = wbpalcvbqmftytnv, length = 16, age = 469, Fraction = 0.0625
flower: name = bzubsyidviqtzoqsd, length = 17, type = Type.GARDEN, Fraction = 0.23529411764705882
tree: name = vqolazwmepuhiyiiku, length = 18, age = 304, Fraction = 0.4444444444444444
tree: name = dgdaptzurpbznpdposm, length = 19, age = 1926, Fraction = 0.15789473684210525
tree: name = fohixtzlulhvhrjw, length = 16, age = 1197, Fraction = 0.1875
tree: name = perlxlhryoutkemo, length = 16, age = 12, Fraction = 0.3125
tree: name = bjhjbune, length = 8, age = 373, Fraction = 0.25
bush: name = ftvduohrbifw, length = 12, month = Month.NOVEMBER, Fraction = 0.25
flower: name = ulrmho, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = ljr, length = 3, age = 446, Fraction = 0.0
bush: name = kfxpbxmshajzpinh, length = 16, month = Month.SEPTEMBER, Fraction = 0.125
flower: name = fjpdcoaahtndswhkdytd, length = 20, type = Type.WILD, Fraction = 0.15
tree: name = gzjhzgpktoidwsml, length = 16, age = 135, Fraction = 0.125
bush: name = eahmxvolyqelohs, length = 15, month = Month.JULY, Fraction = 0.3333333333333333
flower: name = lft, length = 3, type = Type.GARDEN, Fraction = 0.0
