Container stores 10000 plants:
bush: name = xfbfzzfpwiigklfku, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
flower: name = gjibvzjffnidn, length = 13, type = Type.WILD, Fraction = 0.15384615384615385
tree: name = ltkqbpfje, length = 9, age = 319, Fraction = 0.1111111111111111
tree: name = cazdijgasgfymxxhpj, length = 18, age = 1661, Fraction = 0.16666666666666666
flower: name = qxvjjpfnmvc, length = 11, type = Type.WILD, Fraction = 0.0
tree: name = ftgedshlfgzyl, length = 13, age = 586, Fraction = 0.07692307692307693
tree: name = gsfuewikvzpf, length = 12, age = 1398, Fraction = 0.25
tree: name = x, length = 1, age = 1324, Fraction = 0.0
tree: name = o, length = 1, age = 797, Fraction = 1.0
tree: name = bvpumrvftcqyyrvkp, length = 17, age = 1394, Fraction = 0.058823529411764705
flower: name = qlsdswp, length = 7, type = Type.WILD, Fraction = 0.0
tree: name = ipegm, length = 5, age = 1416, Fraction = 0.4
bush: name = fgqyajngqkeocffp, length = 16, month = Month.SEPTEMBER, Fraction = 0.1875
tree: name = czpqjwst, length = 8, age = 1425, Fraction = 0.0
bush: name = omnzdshtb, length = 9, month = Month.FEBRUARY, Fraction = 0.1111111111111111
flower: name = pejpqai, length = 7, type = Type.HOME, Fraction = 0.42857142857142855
tree: name = vcuexnemsjbulagjqi, length = 18, age = 331, Fraction = 0.3333333333333333
tree: name = lgdxjntkyzw, length = 11, age = 1835, Fraction = 0.0
bush: name = pyrzicveuwdkilwi, length = 16, month = Month.APRIL, Fraction = 0.3125
bush: name = gqxnmzducgl, length = 11, month = Month.OCTOBER, Fraction = 0.09090909090909091
tree: name = xtvacomo, length = 8, age = 53, Fraction = 0.375
flower: name = ebaraxqmsr, length = 10, type = Type.HOME, Fraction = 0.3
tree: name = zqswzt, length = 6, age = 118, Fraction = 0.0
bush: name = gajgcwkp, length = 8, month = Month.FEBRUARY, Fraction = 0.125
flower: name = fvxsnmwg, length = 8, type = Type.WILD, Fraction = 0.0
tree: name = fjvsarbkaqtikxbun, length = 17, age = 1560, Fraction = 0.23529411764705882
flower: name = tdhkjlzvpwlqknpdcxi, length = 19, type = Type.GARDEN, Fraction = 0.05263157894736842
tree: name = wttrtansfbadaop, length = 15, age = 906, Fraction = 0.26666666666666666
bush: name = eopwughruuy, length = 11, month = Month.OCTOBER, Fraction = 0.45454545454545453
bush: name = fzgaidhtrbaszzea, length = 16, month = Month.DECEMBER, Fraction = 0.3125
tree: name = fyuuokloxnmwmjg, length = 15, age = 552, Fraction = 0.26666666666666666
flower: name = j, length = 1, type = Type.HOME, Fraction = 0.0
bush: name = jvksidihxxiplgx, length = 15, month = Month.NOVEMBER, Fraction = 0.2
flower: name = wdnhdcnenvmcho, length = 14, type = Type.WILD, Fraction = 0.14285714285714285
flower: name = lqtw, length = 4, type = Type.WILD, Fraction = 0.0
tree: name = imtcsn, length = 6, age = 461, Fraction = 0.16666666666666666
bush: name = fwudhengplfdznu, length = 15, month = Month.NOVEMBER, Fraction = 0.2
flower: name = zemlezzhdl, length = 10, type = Type.WILD, Fraction = 0.2
flower: name = f, length = 1, type = Type.GARDEN, Fraction = 0.0
bush: name = lsspkdki, length = 8, month = Month.SEPTEMBER, Fraction = 0.125
bush: name = ewyyyksfbkek, length = 12, month = Month.APRIL, Fraction = 0.16666666666666666
flower: name = itqmfycrdydgck, length = 14, type = Type.WILD, Fraction = 0.07142857142857142
bush: name = kbqakot, length = 7, month = Month.DECEMBER, Fraction = 0.2857142857142857
tree: name = oyyhfrryij, length = 10, age = 704, Fraction = 0.2
bush: name = zhdwreegedr, length = 11, month = Month.OCTOBER, Fraction = 0.2727272727272727
flower: name = k, length = 1, type = Type.HOME, Fraction = 0.0
flower: name = pncfutvboofcop, length = 14, type = Type.HOME, Fraction = 0.2857142857142857
bush: name = ahvapatiehnuw, length = 13, month = Month.JUNE, Fraction = 0.46153846153846156
bush: name = qabjskpgd, length = 9, month = Month.APRIL, Fraction = 0.1111111111111111
flower: name = nresunrjwxvgwm, length = 14, type = Type.WILD, Fraction = 0.14285714285714285
bush: name = zoqiwsgql, length = 9, month = Month.DECEMBER, Fraction = 0.2222222222222222
flower: name = uy, length = 2, type = Type.GARDEN, Fraction = 0.5
tree: name = sfleyskyqaknymo, length = 15, age = 6, Fraction = 0.2
flower: name = hwyvhjgh, length = 8, type = Type.WILD, Fraction = 0.0
flower: name = fdpolyoexjk, length = 11, type = Type.WILD, Fraction = 0.2727272727272727
bush: name = xgtbrh, length = 6, month = Month.FEBRUARY, Fraction = 0.0
bush: name = ppytqrc, length = 7, month = Month.JUNE, Fraction = 0.0
tree: name = vxctkkn, length = 7, age = 475, Fraction = 0.0
tree: name = gcftjfgcmngnhdthhebh, length = 20, age = 1620, Fraction = 0.05
flower: name = rkgat, length = 5, type = Type.GARDEN, Fraction = 0.2
bush: name = zdgfqovgflugungwfdqq, length = 20, month = Month.MAY, Fraction = 0.15
tree: name = patqivxsvqxrtzurbpjs, length = 20, age = 188, Fraction = 0.15
bush: name = ssacyecdcfyi, length = 12, month = Month.AUGUST, Fraction = 0.25
bush: name = fyyqlibiucyxvpjc, length = 16, month = Month.AUGUST, Fraction = 0.1875
flower: name = uxu, length = 3, type = Type.HOME, Fraction = 0.6666666666666666
flower: name = uuiqqqbg, length = 8, type = Type.GARDEN, Fraction = 0.375
bush: name = woc, length = 3, month = Month.FEBRUARY, Fraction = 0.3333333333333333
tree: name = zysppfunoebtnbkp, length = 16, age = 242, Fraction = 0.1875
bush: name = kcaiwckibynbcfukcks, length = 19, month = Month.SEPTEMBER, Fraction = 0.21052631578947367
bush: name = insrmnyqwnlsi, length = 13, month = Month.NOVEMBER, Fraction = 0.15384615384615385
flower: name = qk, length = 2, type = Type.HOME, Fraction = 0.0
tree: name = kkscee, length = 6, age = 589, Fraction = 0.3333333333333333
tree: name = aflf, length = 4, age = 317, Fraction = 0.25
bush: name = hlgugbmvpiwptcwf, length = 16, month = Month.JULY, Fraction = 0.125
flower: name = wxcdrfumzwrafwu, length = 15, type = Type.HOME, Fraction = 0.2
tree: name = wcafudjqdsgzqu, length = 14, age = 702, Fraction = 0.21428571428571427
bush: name = wgreq, length = 5, month = Month.MAY, Fraction = 0.2
bush: name = ocrarqjbdtoydeoxm, length = 17, month = Month.JULY, Fraction = 0.29411764705882354
tree: name = kmrslrsqzjfvgv, length = 14, age = 940, Fraction = 0.0
bush: name = fuyijkbdeptradpando, length = 19, month = Month.AUGUST, Fraction = 0.3157894736842105
flower: name = urgpbbzjqfw, length = 11, type = Type.WILD, Fraction = 0.09090909090909091
bush: name = ajqsxhl, length = 7, month = Month.APRIL, Fraction = 0.14285714285714285
bush: name = qahhdq, length = 6, month = Month.APRIL, Fraction = 0.16666666666666666
flower: name = yxgiwmyxuiiltjnz, length = 16, type = Type.GARDEN, Fraction = 0.25
flower: name = mvahuhxz, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = uxxdomryi, length = 9, age = 525, Fraction = 0.3333333333333333
bush: name = qinaiyfflyopr, length = 13, month = Month.JULY, Fraction = 0.3076923076923077
tree: name = omynldt, length = 7, age = 1088, Fraction = 0.14285714285714285
tree: name = oaxvglpnzlswpaahft, length = 18, age = 38, Fraction = 0.2222222222222222
tree: name = nlpn, length = 4, age = 1234, Fraction = 0.0
flower: name = sevyjrayjcgo, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = mkydljrlhsfljccpx, length = 17, type = Type.HOME, Fraction = 0.0
tree: name = pchv, length = 4, age = 215, Fraction = 0.0
bush: name = miew, length = 4, month = Month.JUNE, Fraction = 0.5
bush: name = viovlkecygjcefzfzkpl, length = 20, month = Month.NOVEMBER, Fraction = 0.2
flower: name = qykzjxtbwfumz, length = 13, type = Type.GARDEN, Fraction = 0.07692307692307693
flower: name = nydiuqmowhvjiopa, length = 16, type = Type.WILD, Fraction = 0.375
bush: name = goadcwwdvfkzblh, length = 15, month = Month.JUNE, Fraction = 0.13333333333333333
bush: name = rbrjecg, length = 7, month = Month.NOVEMBER, Fraction = 0.14285714285714285
tree: name = wxule, length = 5, age = 977, Fraction = 0.4
tree: name = zeigbvndjjbppddbwl, length = 18, age = 1531, Fraction = 0.1111111111111111
bush: name = jrlnmigzemqr, length = 12, month = Month.OCTOBER, Fraction = 0.16666666666666666
flower: name = doenknljjzhkdtechsk, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = gycujf, length = 6, month = Month.MARCH, Fraction = 0.16666666666666666
bush: name = tasrzxrpzfybqvxum, length = 17, month = Month.AUGUST, Fraction = 0.11764705882352941
tree: name = zmheekrlhbxrwffn, length = 16, age = 1017, Fraction = 0.125
bush: name = tembsbccy, length = 9, month = Month.JULY, Fraction = 0.1111111111111111
tree: name = jowlwiukdikb, length = 12, age = 1059, Fraction = 0.3333333333333333
flower: name = ipxxaij, length = 7, type = Type.GARDEN, Fraction = 0.42857142857142855
tree: name = uaicjbqz, length = 8, age = 1189, Fraction = 0.375
bush: name = vphwdk, length = 6, month = Month.JANUARY, Fraction = 0.0
flower: name = lcnyytuj, length = 8, type = Type.HOME, Fraction = 0.125
flower: name = mjkiiybjyxt, length = 11, type = Type.HOME, Fraction = 0.18181818181818182
flower: name = fixznkrrujmw, length = 12, type = Type.HOME, Fraction = 0.16666666666666666
tree: name = jprtiurrdbomddgo, length = 16, age = 1088, Fraction = 0.25
bush: name = erxytmzagbcibuejkzo, length = 19, month = Month.DECEMBER, Fraction = 0.3157894736842105
bush: name = aldumznrviqhhcetps, length = 18, month = Month.OCTOBER, Fraction = 0.2222222222222222
bush: name = radyaforyax, length = 11, month = Month.APRIL, Fraction = 0.36363636363636365
tree: name = zcrkzpsodiasdoez, length = 16, age = 428, Fraction = 0.3125
bush: name = ksiplskrfofzvc, length = 14, month = Month.APRIL, Fraction = 0.14285714285714285
bush: name = qhhslauqgmqwootpuvt, length = 19, month = Month.AUGUST, Fraction = 0.2631578947368421
flower: name = selcze, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = jevolwzkegnhkomzv, length = 17, month = Month.DECEMBER, Fraction = 0.23529411764705882
bush: name = v, length = 1, month = Month.AUGUST, Fraction = 0.0
bush: name = mixbesqi, length = 8, month = Month.FEBRUARY, Fraction = 0.375
flower: name = ni, length = 2, type = Type.GARDEN, Fraction = 0.5
bush: name = ayqkojqxcqcddbw, length = 15, month = Month.FEBRUARY, Fraction = 0.13333333333333333
tree: name = xkflfgdzzxsdiij, length = 15, age = 1276, Fraction = 0.13333333333333333
tree: name = rhihicncldgeijzqkovx, length = 20, age = 1949, Fraction = 0.25
bush: name = dxoc, length = 4, month = Month.JUNE, Fraction = 0.25
bush: name = rbmdacuap, length = 9, month = Month.APRIL, Fraction = 0.3333333333333333
tree: name = culwpmdbsswwfrqqe, length = 17, age = 817, Fraction = 0.11764705882352941
tree: name = evuzgy, length = 6, age = 1433, Fraction = 0.3333333333333333
bush: name = miqv, length = 4, month = Month.SEPTEMBER, Fraction = 0.25
bush: name = lkfjtmlytlcvfg, length = 14, month = Month.MARCH, Fraction = 0.0
tree: name = si, length = 2, age = 1238, Fraction = 0.5
bush: name = yfn, length = 3, month = Month.APRIL, Fraction = 0.0
tree: name = lpyexrijk, length = 9, age = 1207, Fraction = 0.2222222222222222
flower: name = hdhrmbvpsonn, length = 12, type = Type.HOME, Fraction = 0.08333333333333333
tree: name = edjitbdbdpvznpqvilo, length = 19, age = 504, Fraction = 0.21052631578947367
flower: name = sefejvaeghpgju, length = 14, type = Type.HOME, Fraction = 0.35714285714285715
flower: name = igx, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = lctnw, length = 5, month = Month.NOVEMBER, Fraction = 0.0
bush: name = cpqgntqibylbdl, length = 14, month = Month.JULY, Fraction = 0.07142857142857142
bush: name = pqhqaxd, length = 7, month = Month.JULY, Fraction = 0.14285714285714285
flower: name = pkvhmxasenos, length = 12, type = Type.WILD, Fraction = 0.25
bush: name = hlu, length = 3, month = Month.JUNE, Fraction = 0.3333333333333333
tree: name = s, length = 1, age = 1034, Fraction = 0.0
flower: name = nanuhdxbpjbof, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
bush: name = bbzsxlpwremxlu, length = 14, month = Month.DECEMBER, Fraction = 0.14285714285714285
bush: name = ifetmsnzwgefaxdgp, length = 17, month = Month.FEBRUARY, Fraction = 0.23529411764705882
flower: name = sddbceczpkojzyjags, length = 18, type = Type.HOME, Fraction = 0.16666666666666666
bush: name = fwtphxsfbxbyqbot, length = 16, month = Month.APRIL, Fraction = 0.0625
bush: name = dnuvbaqoflxenbdb, length = 16, month = Month.JULY, Fraction = 0.25
tree: name = lnueeiajwigysjc, length = 15, age = 1080, Fraction = 0.4
flower: name = yzr, length = 3, type = Type.GARDEN, Fraction = 0.0
flower: name = ppfw, length = 4, type = Type.GARDEN, Fraction = 0.0
bush: name = qoyqurnrfbouoqeqx, length = 17, month = Month.MARCH, Fraction = 0.35294117647058826
tree: name = qhthqpfl, length = 8, age = 1660, Fraction = 0.0
tree: name = lhyhhq, length = 6, age = 197, Fraction = 0.0
flower: name = c, length = 1, type = Type.HOME, Fraction = 0.0
tree: name = ewrsbombcn, length = 10, age = 1760, Fraction = 0.2
flower: name = fepamnjhmdc, length = 11, type = Type.GARDEN, Fraction = 0.18181818181818182
bush: name = vwrdetsclgaizrzclyg, length = 19, month = Month.NOVEMBER, Fraction = 0.15789473684210525
flower: name = oqfzqioyvrrbuvpfj, length = 17, type = Type.WILD, Fraction = 0.23529411764705882
bush: name = ozeiuozuhuibkzqzd, length = 17, month = Month.JUNE, Fraction = 0.47058823529411764
bush: name = jgopbexiqrhuqprtxre, length = 19, month = Month.AUGUST, Fraction = 0.2631578947368421
tree: name = ilfuxfxsa, length = 9, age = 215, Fraction = 0.3333333333333333
flower: name = iirxjeowudytkb, length = 14, type = Type.WILD, Fraction = 0.35714285714285715
tree: name = ullbop, length = 6, age = 1989, Fraction = 0.3333333333333333
bush: name = wwpf, length = 4, month = Month.JUNE, Fraction = 0.0
flower: name = mrieatcwwnkv, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = mwlvmqrlqlsr, length = 12, type = Type.GARDEN, Fraction = 0.0
tree: name = rxpvpfdplxrgvt, length = 14, age = 837, Fraction = 0.0
flower: name = mrsea, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = glxkooltc, length = 9, month = Month.JANUARY, Fraction = 0.2222222222222222
flower: name = wiilpwyjufkk, length = 12, type = Type.WILD, Fraction = 0.25
bush: name = hpshyegfacgccxcko, length = 17, month = Month.SEPTEMBER, Fraction = 0.17647058823529413
flower: name = xahyeutoygwqxtew, length = 16, type = Type.WILD, Fraction = 0.3125
flower: name = zddndi, length = 6, type = Type.WILD, Fraction = 0.16666666666666666
flower: name = tliwsmomknlngzsfeyc, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
tree: name = rbgahyvsinla, length = 12, age = 1186, Fraction = 0.25
flower: name = bpulxrfecy, length = 10, type = Type.WILD, Fraction = 0.2
bush: name = wodjnfjlmnrbkswd, length = 16, month = Month.NOVEMBER, Fraction = 0.0625
flower: name = idwnhrqejhaiayewm, length = 17, type = Type.HOME, Fraction = 0.35294117647058826
flower: name = lrahumvatwue, length = 12, type = Type.HOME, Fraction = 0.4166666666666667
flower: name = fklmfs, length = 6, type = Type.GARDEN, Fraction = 0.0
tree: name = fprdngeojvuarzf, length = 15, age = 583, Fraction = 0.26666666666666666
flower: name = gz, length = 2, type = Type.GARDEN, Fraction = 0.0
bush: name = stpnjs, length = 6, month = Month.JANUARY, Fraction = 0.0
flower: name = cbpgzassfifwiru, length = 15, type = Type.WILD, Fraction = 0.26666666666666666
tree: name = gtinacfemjhmtfnv, length = 16, age = 281, Fraction = 0.1875
flower: name = zjjdnvtnau, length = 10, type = Type.GARDEN, Fraction = 0.2
bush: name = vdeauhpzoxekst, length = 14, month = Month.OCTOBER, Fraction = 0.35714285714285715
tree: name = tqor, length = 4, age = 354, Fraction = 0.25
flower: name = aiatsriuasyy, length = 12, type = Type.GARDEN, Fraction = 0.5
bush: name = s, length = 1, month = Month.SEPTEMBER, Fraction = 0.0
bush: name = kwzewuvmamkazdimovqy, length = 20, month = Month.NOVEMBER, Fraction = 0.3
bush: name = i, length = 1, month = Month.DECEMBER, Fraction = 1.0
tree: name = h, length = 1, age = 731, Fraction = 0.0
bush: name = ixxth, length = 5, month = Month.NOVEMBER, Fraction = 0.2
tree: name = tqfoinn, length = 7, age = 1591, Fraction = 0.2857142857142857
flower: name = vjbykulzqrxhnjn, length = 15, type = Type.HOME, Fraction = 0.06666666666666667
flower: name = peqoddqnrtpzgq, length = 14, type = Type.HOME, Fraction = 0.14285714285714285
bush: name = rtvocromotywfjqdyu, length = 18, month = Month.MAY, Fraction = 0.2222222222222222
flower: name = fumwhlrb, length = 8, type = Type.WILD, Fraction = 0.125
tree: name = yttwbzahmsvjxtfkkbb, length = 19, age = 25, Fraction = 0.05263157894736842
flower: name = omhvawz, length = 7, type = Type.HOME, Fraction = 0.2857142857142857
bush: name = kiuhnbevpo, length = 10, month = Month.SEPTEMBER, Fraction = 0.4
bush: name = erdksuhgmqyfwu, length = 14, month = Month.NOVEMBER, Fraction = 0.21428571428571427
tree: name = vnyxewrecuxsqaniamd, length = 19, age = 1147, Fraction = 0.3157894736842105
bush: name = rsvwmwtfd, length = 9, month = Month.AUGUST, Fraction = 0.0
tree: name = skuxdrypktf, length = 11, age = 1338, Fraction = 0.09090909090909091
tree: name = g, length = 1, age = 80, Fraction = 0.0
tree: name = cqqevzu, length = 7, age = 1025, Fraction = 0.2857142857142857
flower: name = rtujefdzxlrztxhsyzff, length = 20, type = Type.WILD, Fraction = 0.1
tree: name = iopfkiakdhromco, length = 15, age = 793, Fraction = 0.4
tree: name = id, length = 2, age = 843, Fraction = 0.5
flower: name = jmgymfs, length = 7, type = Type.HOME, Fraction = 0.0
tree: name = nqhuuedfnm, length = 10, age = 1551, Fraction = 0.3
flower: name = wjfdjkiqdvkvwircpsot, length = 20, type = Type.GARDEN, Fraction = 0.15
bush: name = ojuqeenrmdve, length = 12, month = Month.DECEMBER, Fraction = 0.4166666666666667
flower: name = pry, length = 3, type = Type.HOME, Fraction = 0.0
bush: name = hec, length = 3, month = Month.JULY, Fraction = 0.3333333333333333
tree: name = zzk, length = 3, age = 232, Fraction = 0.0
bush: name = kpwwscqqfkexhiorrkop, length = 20, month = Month.MAY, Fraction = 0.2
bush: name = myzlkvm, length = 7, month = Month.APRIL, Fraction = 0.0
